อ๎์ๅ๐ ๐ๅ้๑เ;ส๎ไ เ/๊;ส๎ไ เ/๏;ฤเ๒เ โ๛๋ๅ๒เ;น ไ๎ใ๎โ๎๐เ;ส๎๋-โ๎ ๏เ๑๑.;
5อ583;5อ;ฯหส;04.06.24;;150;
5อ587;5อ;ฯหส;04.06.24;;152;
ำ6106;ำ6;ศสา;04.06.24;95หอ/22;163;
ั75210;ั7;มรู;04.06.24;;0;
ั75250;ั7;ฯะห;04.06.24;;0;
XC8042;XC;ัสื;04.06.24;;0;
ำ62734;ำ6;ฮุุ;04.06.24;95หอ/22;195;
ำ62990;ำ6;ฤุม;04.06.24;95หอ/22;162;
ำ62442;ำ6;ฤุม;04.06.24;95หอ/22;201;
ำ62970;ำ6;สหม;04.06.24;95หอ/22;199;
ิย6652;ิย;ลสม;04.06.24;สหึ-696-22-P07;0;
ย28103;ย2;ฬศส;04.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;188;
ำ6388;ำ6;ฮฬั;04.06.24;95หอ/22;217;
ัำ1731;ัำ;ฯะห;04.06.24;;377;
ฤะ6542;ฤะ;ลสม;04.06.24;;184;
ัำ2817;ัำ;ลสม;04.06.24;;141;
ำ6523;ำ6;ลสม;04.06.24;95หอ/22;164;
ำ62904;ำ6;ฮุุ;04.06.24;95หอ/22;57;
5อ294;5อ;ลสม;04.06.24;;186;
ย2775;ย2;ฬศส;04.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;92;
ฤะ516;ฤะ;ลสม;04.06.24;;185;
SZ103;SZ;ฤุม;04.06.24;338ภะ/21;109;
ฤะ404;ฤะ;ลสม;04.06.24;;187;
ิย6402;ิย;ลสม;04.06.24;;0;
A46117;A4;ัสื;04.06.24;;0;
ำ6171;ำ6;ฤฬฤ;04.06.24;95หอ/22;155;
ำ62426;ำ6;ีฤา;04.06.24;95หอ/22;152;
ำ6264;ำ6;ลสม;04.06.24;95หอ/22;159;
ฤะ340;ฤะ;ลสม;04.06.24;;190;
ั73062;ั7;มรู;04.06.24;สหึ-696-22-P07;0;
ิย6232;ิย;ัสื;04.06.24;;0;
Þย610;Þย;อฦั;04.06.24;;32;
SZ105;SZ;ฤุม;04.06.24;338ภะ/21;175;
ศล5615;ศล;ฯะห;04.06.24;;0;
ั75016;ั7;ลสม;04.06.24;;0;
ัำ1407;ัำ;ลสม;04.06.24;;169;
ฤะ612;ฤะ;ลสม;04.06.24;;189;
ำ6623;ำ6;ัีา;04.06.24;95หอ/22;126;
5อ502;5อ;ลสม;04.06.24;;184;
ำ6300;ำ6;มรู;04.06.24;95หอ/22;162;
ำ6174;ำ6;ีมะ;04.06.24;95หอ/22;150;
ำ6185;ำ6;ฤฬฤ;04.06.24;95หอ/22;164;
ิย6490;ิย;รัย;04.06.24;สหึ-696-22-P07;0;
ัำ1217;ัำ;ัสื;04.06.24;;176;
ำ62910;ำ6;ฮุุ;04.06.24;95หอ/22;218;
5อ878;5อ;ฮอร;04.06.24;;196;
ำ62642;ำ6;ีฤา;04.06.24;95หอ/22;153;
ำ62804;ำ6;มศุ;04.06.24;95หอ/22;219;
ำ6305;ำ6;ลสม;04.06.24;95หอ/22;176;
ำ6350;ำ6;มรู;04.06.24;95หอ/22;138;
ำ62131;ำ6;ฦำส;04.06.24;95หอ/22;226;
SZ333;SZ;ฤุม;04.06.24;338ภะ/21;192;
ลฮ1101;ลฮ;อฦั;04.06.24;;0;
ัำ2961;ัำ;ลสม;04.06.24;;141;
หภ089;หภ;อำะ;04.06.24;;101;
ำ6123;ำ6;ฯหส;04.06.24;95หอ/22;237;
ำ6262;ำ6;ลสม;04.06.24;95หอ/22;132;
ัำ1437;ัำ;ลสม;04.06.24;;150;
5อ588;5อ;ฮอร;04.06.24;;148;
ั72572;ั7;อำะ;04.06.24;;0;
ั76216;ั7;ฯะห;04.06.24;สหึ-696-22-P07;0;
ิย6348;ิย;อฦั;04.06.24;สหึ-696-22-P07;0;
ำ6161;ำ6;ฤฬฤ;04.06.24;95หอ/22;172;
ศอ1069;ศอ;ลสม;04.06.24;;68;
ย2981;ย2;ฬศส;04.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;63;
ำ6366;ำ6;ลสม;04.06.24;95หอ/22;155;
ฤ2323;ฤ2;ฯหส;04.06.24;;64;
ัำ1523;ัำ;อำะ;04.06.24;;186;
ัำ1735;ัำ;ฯะห;04.06.24;;354;
ย2783;ย2;ฬศส;04.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;171;
ศอ1025;ศอ;ลสม;04.06.24;;71;
ศอ1021;ศอ;ลสม;04.06.24;;56;
ศอ2029;ศอ;ลสม;04.06.24;;69;
Þา542;Þา;อำะ;04.06.24;;112;
ศอ1033;ศอ;ลสม;04.06.24;;94;
ัำ796;ัำ;ัสื;04.06.24;;155;
หภ317;หภ;อำะ;04.06.24;;95;
ำ6272;ำ6;ลสม;04.06.24;95หอ/22;158;
ำ69851;ำ6;ฤฬฤ;04.06.24;95หอ/22;0;
ศล5685;ศล;ฯะห;04.06.24;;0;
ำ6221;ำ6;ฤฬฤ;04.06.24;95หอ/22;219;
ำ6773;ำ6;ลสม;04.06.24;95หอ/22;113;
Þา9834;Þา;ลสม;04.06.24;;70;
ิย6230;ิย;อฦั;04.06.24;สหึ-696-22-P07;0;
ย2941;ย2;ฬศส;04.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;85;
ำ6145;ำ6;ัสื;04.06.24;95หอ/22;162;
ย2975;ย2;ฬศส;04.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;131;
ำ6524;ำ6;ัฮื;04.06.24;95หอ/22;74;
5อ146;5อ;ฯหส;04.06.24;;131;
5อ511;5อ;ฯหส;04.06.24;;182;
5อ509;5อ;ฯหส;04.06.24;;175;
ำ6371;ำ6;ฤฬฤ;04.06.24;95หอ/22;214;
ำ6172;ำ6;ัฮื;04.06.24;95หอ/22;66;
5อ531;5อ;ฯหส;04.06.24;;186;
5อ597;5อ;ฯหส;04.06.24;;180;
ฤ2120;ฤ2;ฯหส;04.06.24;;42;
ศอ1047;ศอ;ลสม;04.06.24;;103;
SZ209;SZ;ฤุม;04.06.24;338ภะ/21;197;
ัำ684;ัำ;ลสม;04.06.24;;134;
5อ505;5อ;ฯหส;04.06.24;;184;
ำ6783;ำ6;ฤฬฤ;04.06.24;95หอ/22;222;
ำ6279;ำ6;ฤฬฤ;04.06.24;95หอ/22;163;
ัำ1411;ัำ;ลสม;04.06.24;;129;
ำ6547;ำ6;ฯหส;04.06.24;95หอ/22;234;
ิย6880;ิย;มรู;04.06.24;;0;
5อ507;5อ;ฯหส;04.06.24;;127;
ฤะ332;ฤะ;ัสื;04.06.24;;192;
ำ6261;ำ6;ฤฬฤ;04.06.24;95หอ/22;137;
ำ6274;ำ6;ลสม;04.06.24;95หอ/22;129;
ำ61367;ำ6;ฤฬฤ;04.06.24;95หอ/22;160;
ฤะ6862;ฤะ;รัย;04.06.24;;189;
5อ545;5อ;ฯหส;04.06.24;;188;
A46055;A4;รัย;04.06.24;สหึ-696-22-P07;0;
ิย5567;ิย;ัสื;04.06.24;;189;
Þย336;Þย;อำะ;04.06.24;;38;
Þา281;Þา;ลสม;04.06.24;;69;
ศอ1022;ศอ;อำะ;04.06.24;;84;
ำ6277;ำ6;ฤฬฤ;04.06.24;95หอ/22;163;
ำ6306;ำ6;ัฮื;04.06.24;95หอ/22;92;
ศอ1355;ศอ;ัสื;04.06.24;;91;
ำ6246;ำ6;ลสม;04.06.24;95หอ/22;148;
ศอ1347;ศอ;อฦั;04.06.24;;98;
หภ211;หภ;ลสม;04.06.24;;39;
ำ67241;ำ6;ัฮื;04.06.24;95หอ/22;150;
ำ68445;ำ6;ฦำส;04.06.24;95หอ/22;227;
ัำ1211;ัำ;ัสื;04.06.24;;174;
ำ6153;ำ6;ฤฬฤ;04.06.24;95หอ/22;228;
5อ510;5อ;อฦั;04.06.24;;184;
5อ818;5อ;ัสื;04.06.24;;190;
ย2973;ย2;ฬศส;04.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;99;
ัำ1737;ัำ;ฯะห;04.06.24;;325;
ำ6377;ำ6;ฤฬฤ;04.06.24;95หอ/22;162;
ำ6427;ำ6;ฤฬฤ;04.06.24;95หอ/22;242;
ำ6627;ำ6;ฤฬฤ;04.06.24;95หอ/22;224;
ำ61343;ำ6;ฤฬฤ;04.06.24;95หอ/22;161;
ฤะ330;ฤะ;รัย;04.06.24;;184;
ำ6124;ำ6;ัฮื;04.06.24;95หอ/22;232;
ำ6385;ำ6;ฯหส;04.06.24;95หอ/22;164;
ิย6352;ิย;อฦั;04.06.24;สหึ-696-22-P07;0;
Þา332;Þา;ลสม;04.06.24;;58;
ย2987;ย2;ฬศส;04.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;68;
ัำ1401;ัำ;ลสม;04.06.24;;145;
ำ6219;ำ6;ลสม;04.06.24;95หอ/22;163;
ัำ1357;ัำ;รัย;04.06.24;;139;
Þา262;Þา;ลสม;04.06.24;;66;
5อ532;5อ;ัสื;04.06.24;;186;
ั75336;ั7;อำะ;04.06.24;;0;
ำ62427;ำ6;ฦำส;04.06.24;95หอ/22;232;
ำ6391;ำ6;ฯหส;04.06.24;95หอ/22;230;
ำ6407;ำ6;ฤฬฤ;04.06.24;95หอ/22;158;
ำ62954;ำ6;ฤุม;04.06.24;95หอ/22;112;
ำ6146;ำ6;ัฮื;04.06.24;95หอ/22;125;
ำ6222;ำ6;ัฮื;04.06.24;95หอ/22;101;
ะร291;ะร;ฯหส;04.06.24;;47;
ัำ1521;ัำ;อำะ;04.06.24;;156;
Þา773;Þา;ัสื;04.06.24;;129;
ะร287;ะร;ฯหส;04.06.24;;49;
ัำ1219;ัำ;ัสื;04.06.24;;141;
ัำ1417;ัำ;ลสม;04.06.24;;157;
ิย6418;ิย;ลสม;04.06.24;;0;
ย2939;ย2;ฬศส;04.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;76;
ย2951;ย2;ฬศส;04.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;98;
หภ385;หภ;อำะ;04.06.24;;183;
ำ6174;ำ6;ลสม;04.06.24;95หอ/22;171;
ำ63575;ำ6;ฤฬฤ;04.06.24;95หอ/22;240;
ำะ837;ำะ;ลสม;04.06.24;;338;
ำ6503;ำ6;ลสม;04.06.24;95หอ/22;136;
าศ4214;าศ;ัสื;04.06.24;;152;
ำ6205;ำ6;ลสม;04.06.24;95หอ/22;163;
ำ6269;ำ6;ฤฬฤ;04.06.24;95หอ/22;135;
A46118;A4;ัสื;04.06.24;;0;
Þา282;Þา;ัสื;04.06.24;;65;
5อ517;5อ;ฯหส;04.06.24;;159;
ั75018;ั7;ลสม;04.06.24;;0;
ำ63571;ำ6;ฤฬฤ;04.06.24;95หอ/22;226;
ศอ1244;ศอ;อำะ;04.06.24;;101;
ำ6300;ำ6;ลสม;04.06.24;95หอ/22;160;
ำ6321;ำ6;ลสม;04.06.24;95หอ/22;162;
ำ61368;ำ6;ยหภ;04.06.24;95หอ/22;129;
ำ62686;ำ6;ีฤา;04.06.24;95หอ/22;135;
ำ62951;ำ6;ลสม;04.06.24;95หอ/22;134;
ิย6106;ิย;อฦั;04.06.24;สหึ-696-22-P07;0;
ำ62633;ำ6;ฤฬฤ;04.06.24;95หอ/22;224;
SZ210;SZ;ลสม;04.06.24;;180;
ั75032;ั7;ัสื;04.06.24;;0;
ำ6431;ำ6;ฤฬฤ;04.06.24;95หอ/22;154;
Þา186;Þา;อำะ;04.06.24;;127;
ฤ2183;ฤ2;ลสม;04.06.24;;31;
ัำ1685;ัำ;ัสื;04.06.24;;146;
SZ171;SZ;ฤุม;04.06.24;338ภะ/21;144;
หภ146;หภ;อำะ;04.06.24;;83;
ำ6280;ำ6;ัฮื;04.06.24;95หอ/22;118;
A46056;A4;รัย;04.06.24;;0;
ัำ2973;ัำ;อฦั;04.06.24;;152;
ำ61523;ำ6;ยหภ;04.06.24;95หอ/22;217;
ย2969;ย2;ฬศส;04.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;28;
ิย5571;ิย;ลสม;04.06.24;;192;
5อ547;5อ;ฯหส;04.06.24;;191;
ัำ2919;ัำ;ลสม;04.06.24;;147;
ย2785;ย2;ฬศส;04.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;167;
5อ513;5อ;ฯหส;04.06.24;;189;
ำ6278;ำ6;ัฮื;04.06.24;95หอ/22;81;
5อ276;5อ;ฯหส;04.06.24;;149;
ัำ1403;ัำ;ลสม;04.06.24;;153;
5อ581;5อ;ฯหส;04.06.24;;190;
ำ6548;ำ6;ัฮื;04.06.24;95หอ/22;216;
ำ6154;ำ6;ฬะย;04.06.24;95หอ/22;173;
ัำ800;ัำ;อฦั;04.06.24;;140;
ิย6254;ิย;อฦั;04.06.24;;0;
5อ541;5อ;ฯหส;04.06.24;;194;
ัำ2957;ัำ;ัสื;04.06.24;;143;
ศอ2049;ศอ;ลสม;04.06.24;;78;
สห847;สห;ัสื;04.06.24;;178;
ำ6378;ำ6;ัฮื;04.06.24;95หอ/22;74;
ิย6234;ิย;ัสื;04.06.24;;0;
ย29309;ย2;รฬห;04.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;178;
ย2989;ย2;รฬห;04.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;61;
ำ68446;ำ6;ฤุม;04.06.24;95หอ/22;196;
ำ6385;ำ6;ลสม;04.06.24;95หอ/22;174;
ัำ1213;ัำ;ัสื;04.06.24;;158;
ำ6167;ำ6;ฤฬฤ;04.06.24;95หอ/22;219;
ำ6220;ำ6;ัฮื;04.06.24;95หอ/22;144;
ั75020;ั7;ลสม;04.06.24;;0;
ำ6266;ำ6;ลสม;04.06.24;95หอ/22;134;
ำ6408;ำ6;ัฮื;04.06.24;95หอ/22;47;
ำ6173;ำ6;ฯหส;04.06.24;95หอ/22;174;
ำ6461;ำ6;ฤฬฤ;04.06.24;95หอ/22;222;
Þา1105;Þา;ลสม;04.06.24;;66;
ำ68531;ำ6;ฯหส;04.06.24;95หอ/22;234;
ัำ1227;ัำ;อฦั;04.06.24;;136;
ำ62461;ำ6;ฦำส;04.06.24;95หอ/22;219;
ฤะ424;ฤะ;ัสื;04.06.24;;178;
ฤะ594;ฤะ;รัย;04.06.24;;167;
ำ62428;ำ6;ฤุม;04.06.24;95หอ/22;200;
ย2925;ย2;ฬศส;04.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;156;
ัำ1021;ัำ;ลสม;04.06.24;;145;
ำ6299;ำ6;ฤฬฤ;04.06.24;95หอ/22;163;
ำ62985;ำ6;ลสม;04.06.24;95หอ/22;166;
ย2945;ย2;ฬศส;04.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;74;
5อ148;5อ;ฯหส;04.06.24;;149;
ั71074;ั7;ัสื;04.06.24;;0;
ำ6206;ำ6;ฬะย;04.06.24;95หอ/22;117;
ย2977;ย2;ฬศส;04.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;101;
ย28115;ย2;ฬศส;04.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;187;
ำ6422;ำ6;ัฮื;04.06.24;95หอ/22;49;
ำ62952;ำ6;มภส;04.06.24;95หอ/22;66;
5อ582;5อ;ัสื;04.06.24;;185;
ำ62634;ำ6;วยะ;04.06.24;95หอ/22;210;
SZ201;SZ;ฤุม;04.06.24;338ภะ/21;182;
ศอ2050;ศอ;ฮอร;04.06.24;;54;
ั71238;ั7;รัย;04.06.24;สหึ-696-22-P07;0;
ฤะ6864;ฤะ;รัย;04.06.24;;171;
ัำ1359;ัำ;รัย;04.06.24;;140;
ัำ1405;ัำ;ลสม;04.06.24;;148;
ำ6432;ำ6;ัฮื;04.06.24;95หอ/22;40;
ิย6108;ิย;อฦั;04.06.24;สหึ-696-22-P07;0;
5อ537;5อ;ฯหส;04.06.24;;179;
สห809;สห;อฦั;04.06.24;;184;
ำ6322;ำ6;ัฮื;04.06.24;95หอ/22;126;
ำ6191;ำ6;ฤฬฤ;04.06.24;95หอ/22;151;
Þา112;Þา;ลสม;04.06.24;;52;
ะฤ423;ะฤ;รัย;04.06.24;;103;
ัำ1215;ัำ;ัสื;04.06.24;;172;
5อ874;5อ;อฦั;04.06.24;;194;
ศอ1048;ศอ;รัย;04.06.24;;100;
ำ6105;ำ6;ฤฬฤ;04.06.24;95หอ/22;156;
5อ503;5อ;ฯหส;04.06.24;;148;
ิย6350;ิย;อฦั;04.06.24;สหึ-696-22-P07;0;
ย2955;ย2;ฬศส;04.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;102;
ำ6093;ำ6;ฤฬฤ;04.06.24;95หอ/22;167;
Þา478;Þา;ัสื;04.06.24;;100;
ศอ1034;ศอ;ัสื;04.06.24;;73;
ศอ2030;ศอ;อฦั;04.06.24;;59;
ย2755;ย2;ฬศส;04.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;91;
ิย6404;ิย;ลสม;04.06.24;;0;
XC8404;XC;อฦั;04.06.24;;0;
ำ62733;ำ6;ฯหส;04.06.24;95หอ/22;235;
ำ62930;ำ6;ฤุม;04.06.24;95หอ/22;159;
ำ6241;ำ6;ฤฬฤ;04.06.24;95หอ/22;167;
ฤะ572;ฤะ;ัสื;04.06.24;;177;
ำ6263;ำ6;ฤฬฤ;04.06.24;95หอ/22;137;
ำ62447;ำ6;ฦำส;04.06.24;95หอ/22;222;
5อ573;5อ;ฯหส;04.06.24;;190;
ำ6675;ำ6;ัฮื;04.06.24;95หอ/22;104;
ำ62927;ำ6;ัสื;04.06.24;95หอ/22;152;
5อ533;5อ;ฯหส;04.06.24;;189;
ั75054;ั7;อฦั;04.06.24;สหึ-696-22-P07;0;
ฤ2182;ฤ2;ลสม;04.06.24;;50;
ย2991;ย2;รฬห;04.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;69;
SZ231;SZ;ฤุม;04.06.24;338ภะ/21;171;
SZ6421;SZ;ฤุม;04.06.24;338ภะ/21;161;
ฤะ578;ฤะ;รัย;04.06.24;;155;
ัำ1415;ัำ;ลสม;04.06.24;;164;
Þา9842;Þา;ัสื;04.06.24;;0;
ิย6792;ิย;ลสม;04.06.24;;0;
ำ6173;ำ6;ลสม;04.06.24;95หอ/22;108;
ำ6365;ำ6;ฯหส;04.06.24;95หอ/22;163;
ฤะ422;ฤะ;ัสื;04.06.24;;187;
ำ6462;ำ6;ัฮื;04.06.24;95หอ/22;131;
ำ62441;ำ6;ฦำส;04.06.24;95หอ/22;165;
ำ62986;ำ6;มศุ;04.06.24;95หอ/22;84;
ำ62963;ำ6;ลสม;04.06.24;95หอ/22;155;
ัำ1605;ัำ;ัสื;04.06.24;;167;
ำ6265;ำ6;ฤฬฤ;04.06.24;95หอ/22;154;
ำ62953;ำ6;ลสม;04.06.24;95หอ/22;157;
ำ62969;ำ6;ฤฬฤ;04.06.24;95หอ/22;236;
SZ121;SZ;ฤุม;04.06.24;338ภะ/21;77;
ศอ1073;ศอ;ลสม;04.06.24;;93;
ำ6299;ำ6;ลสม;04.06.24;95หอ/22;159;
Þา358;Þา;ัสื;04.06.24;;181;
ั75034;ั7;ัสื;04.06.24;;0;
ฤ2122;ฤ2;ฯหส;04.06.24;;49;
ัำ792;ัำ;ลสม;04.06.24;;156;
ำ6651;ำ6;ฤฬฤ;04.06.24;95หอ/22;228;
ฤะ476;ฤะ;รัย;04.06.24;;181;
ัำ1419;ัำ;ลสม;04.06.24;;120;
ำ62685;ำ6;ฬะย;04.06.24;95หอ/22;154;
ย2745;ย2;ฬศส;04.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;90;
ิย6236;ิย;อฦั;04.06.24;สหึ-696-22-P07;0;
ย2735;ย2;ฬศส;04.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;107;
ศอ2091;ศอ;ลสม;04.06.24;;93;
าศ910;าศ;ัสื;04.06.24;;119;
ิย6102;ิย;อฦั;04.06.24;;0;
ศอ1017;ศอ;ลสม;04.06.24;;24;
ศอ2075;ศอ;ลสม;04.06.24;;94;
ศอ1003;ศอ;ลสม;04.06.24;;87;
ำ6387;ำ6;ฤฬฤ;04.06.24;95หอ/22;237;
ศอ1011;ศอ;ลสม;04.06.24;;93;
ำ6624;ำ6;ลสม;04.06.24;95หอ/22;137;
ำ62007;ำ6;ลสม;04.06.24;95หอ/22;137;
ำ62425;ำ6;ฦำส;04.06.24;95หอ/22;228;
SZ303;SZ;ฤุม;04.06.24;338ภะ/21;152;
ำ62903;ำ6;ลสม;04.06.24;95หอ/22;153;
ำ68532;ำ6;ฤุม;04.06.24;95หอ/22;183;
ำ6271;ำ6;ฤฬฤ;04.06.24;95หอ/22;152;
ิย6067ฤ;ิย;รัย;05.06.24;;0;
ำ62909;ำ6;ฤฬฤ;05.06.24;95หอ/22;170;
ศล5617;ศล;ฯะห;05.06.24;;0;
ำ62803;ำ6;ฤฬฤ;05.06.24;95หอ/22;232;
2S040;2S;ฮอร;05.06.24;;0;
5อ577;5อ;ฯหส;05.06.24;;151;
ำ62928;ำ6;ฤุม;05.06.24;95หอ/22;165;
ำ6242;ำ6;ัฮื;05.06.24;95หอ/22;60;
ะร815;ะร;ลสม;05.06.24;;51;
ำ6676;ำ6;ฮฬั;05.06.24;95หอ/22;164;
Þย9992;Þย;ัสื;05.06.24;;23;
5อ591;5อ;ฯหส;05.06.24;;183;
ั76342;ั7;ฯะห;05.06.24;;0;
ำะ843;ำะ;อฦั;05.06.24;;235;
ำ6365;ำ6;ลสม;05.06.24;95หอ/22;142;
5อ501;5อ;ฯหส;05.06.24;;147;
ำ61575;ำ6;ลสม;05.06.24;95หอ/22;239;
ำ63565;ำ6;ฤฬฤ;05.06.24;95หอ/22;218;
ำ68706;ำ6;ฮุุ;05.06.24;95หอ/22;219;
ำ62866;ำ6;ฤุม;05.06.24;95หอ/22;152;
Þย591;Þย;ัสื;05.06.24;;32;
5อ527;5อ;ฯหส;05.06.24;;181;
5อ583;5อ;ฯหส;05.06.24;;189;
ย28165;ย2;ฬศส;05.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;188;
ำ6106;ำ6;ศสา;05.06.24;95หอ/22;161;
5อ587;5อ;ฯหส;05.06.24;;188;
ำะ1041;ำะ;ลสม;05.06.24;;337;
ย2737;ย2;ฬศส;05.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;104;
ั75210;ั7;มรู;05.06.24;;0;
ั75250;ั7;ฯะห;05.06.24;;0;
ำ62734;ำ6;ฮุุ;05.06.24;95หอ/22;188;
ำ62442;ำ6;ฤุม;05.06.24;95หอ/22;165;
ำ62970;ำ6;สหม;05.06.24;95หอ/22;201;
ิย6652;ิย;ลสม;05.06.24;;0;
2S226;2S;ลสม;05.06.24;สหึ-696-22-P07;0;
สห928;สห;ลสม;05.06.24;;183;
ำ6094;ำ6;ัีา;05.06.24;95หอ/22;162;
ำ62828;ำ6;ีฤา;05.06.24;95หอ/22;130;
ิย6256;ิย;มรู;05.06.24;;0;
A46264;A4;ลสม;05.06.24;;0;
XC8058;XC;ัสื;05.06.24;;0;
ย28705;ย2;ฬศส;05.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;183;
ำ6388;ำ6;ฮฬั;05.06.24;95หอ/22;232;
ฤะ6542;ฤะ;ลสม;05.06.24;;187;
ัำ1731;ัำ;ฯะห;05.06.24;;377;
ัำ2817;ัำ;ลสม;05.06.24;;123;
ำ6523;ำ6;ลสม;05.06.24;95หอ/22;160;
ำ62706;ำ6;ฮุุ;05.06.24;95หอ/22;140;
ฤะ516;ฤะ;ลสม;05.06.24;;173;
ิย6650;ิย;ฯะห;05.06.24;;0;
ะฤ105;ะฤ;มรู;05.06.24;;67;
ิย6402;ิย;ลสม;05.06.24;;0;
ย2717;ย2;ฬศส;05.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;180;
ำ6171;ำ6;ฤฬฤ;05.06.24;95หอ/22;162;
ฤะ955;ฤะ;ลสม;05.06.24;;190;
ำ62426;ำ6;ีฤา;05.06.24;95หอ/22;139;
ำ6264;ำ6;ลสม;05.06.24;95หอ/22;146;
ฤะ340;ฤะ;ลสม;05.06.24;;185;
ั73062;ั7;มรู;05.06.24;;0;
ิย6232;ิย;ัสื;05.06.24;;0;
ั75016;ั7;ลสม;05.06.24;;0;
ัำ1407;ัำ;ลสม;05.06.24;;183;
ำ62167;ำ6;ฦำส;05.06.24;95หอ/22;226;
ำ6623;ำ6;ัีา;05.06.24;95หอ/22;132;
ำ6300;ำ6;มรู;05.06.24;95หอ/22;159;
ำ6386;ำ6;ฯะห;05.06.24;95หอ/22;120;
ำ6174;ำ6;ีมะ;05.06.24;95หอ/22;131;
5อ294;5อ;ลสม;05.06.24;;183;
5อ502;5อ;ลสม;05.06.24;;149;
ิย6490;ิย;รัย;05.06.24;สหึ-696-22-P07;0;
ัำ1217;ัำ;ัสื;05.06.24;;185;
ำ62910;ำ6;ฮุุ;05.06.24;95หอ/22;160;
ำ62804;ำ6;มศุ;05.06.24;95หอ/22;213;
ำ6305;ำ6;ลสม;05.06.24;95หอ/22;160;
SZ333;SZ;ฤุม;05.06.24;338ภะ/21;191;
ศล3637;ศล;มรู;05.06.24;;69;
ัำ2961;ัำ;ลสม;05.06.24;;156;
หภ089;หภ;อำะ;05.06.24;;100;
ำ6123;ำ6;ฯหส;05.06.24;95หอ/22;239;
สห504;สห;ลสม;05.06.24;;367;
ำ6262;ำ6;ลสม;05.06.24;95หอ/22;133;
ิย6348;ิย;อฦั;05.06.24;;0;
ัำ1437;ัำ;ลสม;05.06.24;;156;
ำ62633;ำ6;ฤฬฤ;05.06.24;95หอ/22;209;
5อ588;5อ;ฮอร;05.06.24;;187;
ั72572;ั7;อำะ;05.06.24;;0;
ศอ1323;ศอ;ัสื;05.06.24;;60;
ำ6161;ำ6;ฤฬฤ;05.06.24;95หอ/22;166;
ำ6145;ำ6;ัสื;05.06.24;95หอ/22;162;
ัำ630;ัำ;ลสม;05.06.24;;123;
ย2981;ย2;ฬศส;05.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;69;
ำ62949;ำ6;ลสม;05.06.24;95หอ/22;138;
SZ197;SZ;ฤุม;05.06.24;338ภะ/21;150;
ัำ1523;ัำ;อำะ;05.06.24;;177;
ัำ1735;ัำ;ฯะห;05.06.24;;384;
ศอ1001;ศอ;ลสม;05.06.24;;73;
ศอ1025;ศอ;ลสม;05.06.24;;76;
ำ6365;ำ6;ศสา;05.06.24;95หอ/22;138;
ศอ2029;ศอ;ลสม;05.06.24;;68;
ะร291;ะร;ฯหส;05.06.24;;48;
ิย5965;ิย;อฦั;05.06.24;;190;
Þย556;Þย;อำะ;05.06.24;;40;
ศอ1069;ศอ;ลสม;05.06.24;;85;
ศอ1033;ศอ;ลสม;05.06.24;;98;
ัำ796;ัำ;ัสื;05.06.24;;143;
Þา186;Þา;อำะ;05.06.24;;126;
SZ221;SZ;ฤุม;05.06.24;338ภะ/21;177;
ศล4529;ศล;มรู;05.06.24;;78;
ำ6272;ำ6;ลสม;05.06.24;95หอ/22;135;
ย28105;ย2;ฬศส;05.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;189;
ำ68705;ำ6;อฦย;05.06.24;95หอ/22;220;
