อ๎์ๅ๐ ๐ๅ้๑เ;ส๎ไ เ/๊;ส๎ไ เ/๏;ฤเ๒เ โ๛๋ๅ๒เ;น ไ๎ใ๎โ๎๐เ;ส๎๋-โ๎ ๏เ๑๑.;
5อ270;5อ;ัสื;09.02.24;;190;
ำ6295;ำ6;ลสม;09.02.24;95หอ/22;135;
ำะ3937;ำะ;ลสม;09.02.24;;336;
ัำ1225;ัำ;อฦั;09.02.24;;151;
ำ6105;ำ6;ฤฬฤ;09.02.24;95หอ/22;233;
ำ6432;ำ6;ัฮื;09.02.24;95หอ/22;184;
ำ6571;ำ6;ฯหส;09.02.24;95หอ/22;160;
ำ6093;ำ6;ฤฬฤ;09.02.24;95หอ/22;161;
5อ517;5อ;ฯหส;09.02.24;;181;
ย2985;ย2;รฬห;09.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;54;
ะร7734;ะร;ลสม;09.02.24;;17;
ำ6624;ำ6;ลสม;09.02.24;95หอ/22;133;
ย2755;ย2;ฬศส;09.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;98;
ฤะ572;ฤะ;ัสื;09.02.24;;179;
ศฦ202;ศฦ;ลสม;09.02.24;;144;
ย2757;ย2;ฬศส;09.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;169;
ำ62861;ำ6;ลสม;09.02.24;95หอ/22;51;
Þา416;Þา;ัสื;09.02.24;;126;
ฤะ578;ฤะ;รัย;09.02.24;;188;
ัำ1215;ัำ;ัสื;09.02.24;;170;
ำ6263;ำ6;ฤฬฤ;09.02.24;95หอ/22;158;
ำ62001;ำ6;ลสม;09.02.24;95หอ/22;55;
ำ62447;ำ6;ฦำส;09.02.24;95หอ/22;127;
ำ62733;ำ6;ฯหส;09.02.24;95หอ/22;37;
ศอ1030;ศอ;อฦั;09.02.24;;97;
ำ62866;ำ6;ฤุม;09.02.24;95หอ/22;157;
ิย6404;ิย;ลสม;09.02.24;;0;
ัำ632;ัำ;ลสม;09.02.24;;123;
ั75020;ั7;ลสม;09.02.24;;0;
ัำ1415;ัำ;ลสม;09.02.24;;180;
ฤะ424;ฤะ;ัสื;09.02.24;;186;
ิย6234;ิย;ัสื;09.02.24;;0;
ฤะ476;ฤะ;รัย;09.02.24;;190;
ิย6236;ิย;อฦั;09.02.24;สหึ-696-22-P07;0;
ำ62954;ำ6;ฤุม;09.02.24;95หอ/22;221;
ลฮ805;ลฮ;อฦั;09.02.24;;0;
5อ571;5อ;ฯหส;09.02.24;;183;
ำ62441;ำ6;ฦำส;09.02.24;95หอ/22;215;
ั75072;ั7;ฮอร;09.02.24;สหึ-696-22-P07;0;
ำ68973;ำ6;ฤฬฤ;09.02.24;95หอ/22;130;
ำ6265;ำ6;ฤฬฤ;09.02.24;95หอ/22;139;
ำ62969;ำ6;ฤฬฤ;09.02.24;95หอ/22;120;
ำะ4223;ำะ;ัสื;09.02.24;;337;
ำ6651;ำ6;ฤฬฤ;09.02.24;95หอ/22;162;
ิย6792;ิย;ลสม;09.02.24;;0;
Þา358;Þา;ัสื;09.02.24;;182;
ำ6472;ำ6;ัฮื;09.02.24;95หอ/22;122;
ิย6490;ิย;รัย;09.02.24;สหึ-696-22-P07;0;
ั75054;ั7;อฦั;09.02.24;;0;
ำ62803;ำ6;ฤฬฤ;09.02.24;95หอ/22;147;
ย2735;ย2;ฬศส;09.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;108;
ำ68532;ำ6;ฤุม;09.02.24;95หอ/22;237;
ย2733;ย2;ฬศส;09.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;113;
ย2739;ย2;ฬศส;09.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;107;
าศ3510;าศ;อฦั;09.02.24;;49;
ำ62920;ำ6;ีฤา;09.02.24;95หอ/22;136;
ำ6387;ำ6;ฤฬฤ;09.02.24;95หอ/22;226;
ย2737;ย2;ฬศส;09.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;70;
ำ62425;ำ6;ฦำส;09.02.24;95หอ/22;90;
SZ121;SZ;ฤุม;09.02.24;338ภะ/21;94;
ำ62927;ำ6;ัสื;09.02.24;95หอ/22;147;
ำ6271;ำ6;ฤฬฤ;09.02.24;95หอ/22;217;
ำ6571;ำ6;ลสม;09.02.24;95หอ/22;173;
ำ62909;ำ6;ฤฬฤ;09.02.24;95หอ/22;154;
ำ62903;ำ6;ลสม;09.02.24;95หอ/22;45;
ศล5617;ศล;ฯะห;10.02.24;;0;
ำ6296;ำ6;ศสา;10.02.24;95หอ/22;126;
ั76216;ั7;ฯะห;10.02.24;;0;
ำ62874;ำ6;ฮุุ;10.02.24;95หอ/22;158;
ำ6174;ำ6;ีมะ;10.02.24;95หอ/22;173;
ำ62641;ำ6;ฯหส;10.02.24;95หอ/22;170;
ั75212;ั7;มรู;10.02.24;;0;
ศอ1041;ศอ;ลสม;10.02.24;;55;
ำ6300;ำ6;มรู;10.02.24;95หอ/22;147;
ศอ1075;ศอ;ลสม;10.02.24;;95;
5อ591;5อ;ฯหส;10.02.24;;187;
ำ62955;ำ6;ลสม;10.02.24;95หอ/22;103;
ิย6878;ิย;มรู;10.02.24;;0;
ำ6623;ำ6;ัีา;10.02.24;95หอ/22;108;
ำ62448;ำ6;ฮุุ;10.02.24;95หอ/22;220;
ำ6106;ำ6;ศสา;10.02.24;95หอ/22;190;
ะร815;ะร;ลสม;10.02.24;;46;
ิย2467;ิย;มรู;10.02.24;สหึ-696-22-P07;0;
ั75250;ั7;ฯะห;10.02.24;;0;
ย2717;ย2;ฬศส;10.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;143;
ำ62442;ำ6;ฤุม;10.02.24;95หอ/22;215;
ำ68974;ำ6;ีฤา;10.02.24;95หอ/22;216;
ำ62970;ำ6;สหม;10.02.24;95หอ/22;215;
ำ6094;ำ6;ัีา;10.02.24;95หอ/22;161;
ำ6652;ำ6;มภอ;10.02.24;95หอ/22;162;
ำ62734;ำ6;ฮุุ;10.02.24;95หอ/22;221;
ำ6388;ำ6;ฮฬั;10.02.24;95หอ/22;229;
ำ62462ฤ;ำ6;ัสื;10.02.24;95หอ/22;0;
ำ62804;ำ6;มศุ;10.02.24;95หอ/22;217;
ำ62611;ำ6;ฤฬฤ;10.02.24;95หอ/22;145;
ศอ1021;ศอ;ลสม;10.02.24;;59;
ฤะ404;ฤะ;ลสม;10.02.24;;185;
ฤะ516;ฤะ;ลสม;10.02.24;;186;
ำ62928;ำ6;ฤุม;10.02.24;95หอ/22;162;
ฤะ340;ฤะ;ลสม;10.02.24;;189;
ำ68706;ำ6;ฮุุ;10.02.24;95หอ/22;142;
ิย6402;ิย;ลสม;10.02.24;;0;
ัำ1731;ัำ;ฯะห;10.02.24;;295;
ำ62426;ำ6;ีฤา;10.02.24;95หอ/22;216;
ำ6264;ำ6;ลสม;10.02.24;95หอ/22;156;
ิย6256;ิย;มรู;10.02.24;;0;
ฤะ6542;ฤะ;ลสม;10.02.24;;191;
ั73062;ั7;มรู;10.02.24;สหึ-696-22-P07;0;
ัำ1217;ัำ;ัสื;10.02.24;;152;
ัำ1417;ัำ;ลสม;10.02.24;;142;
ัำ2817;ัำ;ลสม;10.02.24;;147;
5อ502;5อ;ลสม;10.02.24;;178;
2S2402;2S;ลสม;10.02.24;;0;
2S2714;2S;ลสม;10.02.24;สหึ-696-22-P07;0;
ัำ2961;ัำ;ลสม;10.02.24;;162;
ำ62910;ำ6;ฮุุ;10.02.24;95หอ/22;234;
2S1716;2S;ลสม;10.02.24;สหึ-696-22-P07;0;
SZ043;SZ;ฤุม;10.02.24;338ภะ/21;131;
5อ294;5อ;ลสม;10.02.24;;179;
SZ333;SZ;ฤุม;10.02.24;338ภะ/21;189;
ำ6547;ำ6;ฯหส;10.02.24;95หอ/22;233;
ำ62956;ำ6;ีฤา;10.02.24;95หอ/22;162;
หภ089;หภ;อำะ;10.02.24;;94;
หภ121;หภ;ลสม;10.02.24;;91;
ั72572;ั7;อำะ;10.02.24;;0;
ศอ1073;ศอ;ลสม;10.02.24;;64;
ัำ1407;ัำ;ลสม;10.02.24;;167;
ำ6403;ำ6;ลสม;10.02.24;95หอ/22;140;
ศอ1506;ศอ;อำะ;10.02.24;;57;
ำ62642;ำ6;ีฤา;10.02.24;95หอ/22;233;
ย2981;ย2;ฬศส;10.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;52;
ัำ1523;ัำ;อำะ;10.02.24;;179;
ำ6193;ำ6;ฤฬฤ;10.02.24;95หอ/22;222;
ำ62462ฤ;ำ6;ฤฬฤ;10.02.24;95หอ/22;0;
ำ6737;ำ6;ลสม;10.02.24;95หอ/22;159;
ำ6272;ำ6;ลสม;10.02.24;95หอ/22;161;
Þา542;Þา;อำะ;10.02.24;;154;
ย2975;ย2;ฬศส;10.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;63;
ศล5685;ศล;ฯะห;10.02.24;;0;
ำ62459;ำ6;ฦำส;10.02.24;95หอ/22;118;
ิย5567;ิย;ัสื;10.02.24;;191;
หภ317;หภ;อำะ;10.02.24;;92;
ำ62431;ำ6;ฦำส;10.02.24;95หอ/22;72;
ย2941;ย2;ฬศส;10.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;48;
ำ6205;ำ6;ลสม;10.02.24;95หอ/22;161;
5อ276;5อ;ฯหส;10.02.24;;179;
ย2925;ย2;ฬศส;10.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;127;
ศอ1033;ศอ;ลสม;10.02.24;;67;
5อ146;5อ;ฯหส;10.02.24;;179;
5อ531;5อ;ฯหส;10.02.24;;185;
ศอ1057;ศอ;ลสม;10.02.24;;83;
ำ6094ฤ;ำ6;ลสม;10.02.24;95หอ/22;0;
ำ6371;ำ6;ฤฬฤ;10.02.24;95หอ/22;155;
ำ6233;ำ6;ฤฬฤ;10.02.24;95หอ/22;160;
ย2783;ย2;ฬศส;10.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;161;
ำ6174;ำ6;ลสม;10.02.24;95หอ/22;174;
ิย6880;ิย;มรู;10.02.24;;0;
ำ62427;ำ6;ฦำส;10.02.24;95หอ/22;135;
ำ6797;ำ6;ฤฬฤ;10.02.24;95หอ/22;156;
ำ62442ฤ;ำ6;ฤฬฤ;10.02.24;95หอ/22;0;
ิย2466;ิย;มรู;10.02.24;สหึ-696-22-P07;0;
Þา105;Þา;ลสม;10.02.24;;65;
ำ6619;ำ6;ัฮื;10.02.24;95หอ/22;150;
A46052;A4;อฦั;10.02.24;;0;
ำ6773;ำ6;ลสม;10.02.24;95หอ/22;121;
ำ68705;ำ6;อฦย;10.02.24;95หอ/22;25;
5อ505;5อ;ฯหส;10.02.24;;146;
SZ215;SZ;ฤุม;10.02.24;338ภะ/21;195;
ัำ1603;ัำ;ัสื;10.02.24;;136;
ิย6350;ิย;อฦั;10.02.24;;0;
ั75336;ั7;อำะ;10.02.24;;0;
ำ6079;ำ6;ฤฬฤ;10.02.24;95หอ/22;146;
ำ6261;ำ6;ฤฬฤ;10.02.24;95หอ/22;158;
ำ6300;ำ6;ลสม;10.02.24;95หอ/22;172;
Þย453;Þย;ะฬฮ;10.02.24;;11;
ย2957;ย2;ฬศส;10.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;77;
ัำ1357;ัำ;รัย;10.02.24;;145;
ัำ1411;ัำ;ลสม;10.02.24;;147;
Þย283;Þย;ะฬฮ;10.02.24;;24;
Þา281;Þา;ลสม;10.02.24;;61;
ำ6153;ำ6;ฤฬฤ;10.02.24;95หอ/22;229;
ำ6321;ำ6;ลสม;10.02.24;95หอ/22;219;
ย2949;ย2;ฬศส;10.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;76;
ศอ1069;ศอ;ลสม;10.02.24;;89;
ำ6277;ำ6;ฤฬฤ;10.02.24;95หอ/22;211;
ำ62426ฤ;ำ6;ฤฬฤ;10.02.24;95หอ/22;0;
ิย6232;ิย;ัสื;10.02.24;;0;
ำ68445;ำ6;ฦำส;10.02.24;95หอ/22;209;
ำ6548;ำ6;ัฮื;10.02.24;95หอ/22;209;
5อ520;5อ;ฯหส;10.02.24;;177;
าิ866;าิ;ลสม;10.02.24;;0;
ำ6627;ำ6;ฤฬฤ;10.02.24;95หอ/22;209;
ศอ1032;ศอ;ัสื;10.02.24;;77;
ัำ1221;ัำ;อฦั;10.02.24;;121;
Þย454;Þย;ลสม;10.02.24;;50;
ำ6220;ำ6;ัฮื;10.02.24;95หอ/22;221;
5อ532;5อ;ัสื;10.02.24;;186;
ะร825;ะร;ลสม;10.02.24;;43;
ัำ1401;ัำ;ลสม;10.02.24;;137;
Þา262;Þา;ลสม;10.02.24;;66;
SZ041;SZ;ฤุม;10.02.24;338ภะ/21;150;
ำ6391;ำ6;ฯหส;10.02.24;95หอ/22;235;
ำ62951;ำ6;ลสม;10.02.24;95หอ/22;138;
ำ6206;ำ6;ฬะย;10.02.24;95หอ/22;148;
SZ216;SZ;ภหภ;10.02.24;338ภะ/21;140;
ย2951;ย2;ฬศส;10.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;73;
ำ62633;ำ6;ฤฬฤ;10.02.24;95หอ/22;234;
ัำ1605;ัำ;ัสื;10.02.24;;148;
ำ6407;ำ6;ฤฬฤ;10.02.24;95หอ/22;224;
5อ270;5อ;ัสื;10.02.24;;185;
ย2939;ย2;ฬศส;10.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;96;
ำ6738;ำ6;DWC;10.02.24;95หอ/22;161;
ิย6872;ิย;มรู;10.02.24;;0;
ำ6173;ำ6;ฯหส;10.02.24;95หอ/22;174;
ั75018;ั7;ลสม;10.02.24;;0;
ัำ1413;ัำ;ลสม;10.02.24;;166;
ิย6106;ิย;อฦั;10.02.24;;0;
Þย454;Þย;ะฬฮ;10.02.24;;13;
ำ62432;ำ6;สหม;10.02.24;95หอ/22;219;
5อ597;5อ;ฯหส;10.02.24;;190;
ำ62877;ำ6;ฯหส;10.02.24;95หอ/22;38;
ำ6299;ำ6;ฤฬฤ;10.02.24;95หอ/22;163;
ำ6234;ำ6;ัฮื;10.02.24;95หอ/22;148;
5G171;5G;รัย;10.02.24;;127;
Þา282;Þา;ัสื;10.02.24;;56;
ฤ2183;ฤ2;ลสม;10.02.24;;33;
ำ6268;ำ6;ลสม;10.02.24;95หอ/22;153;
ศอ1022;ศอ;อำะ;10.02.24;;59;
ฤะ468;ฤะ;รัย;10.02.24;;181;
ำ6437;ำ6;ฤฬฤ;10.02.24;95หอ/22;213;
Þา186;Þา;อำะ;10.02.24;;185;
ั75032;ั7;ัสื;10.02.24;;0;
ำ62428;ำ6;ฤุม;10.02.24;95หอ/22;223;
ำ62904;ำ6;ฮุุ;10.02.24;95หอ/22;137;
ฤะ6862;ฤะ;รัย;10.02.24;;163;
หภ146;หภ;อำะ;10.02.24;;101;
5อ581;5อ;ฯหส;10.02.24;;187;
ัำ2957;ัำ;ัสื;10.02.24;;156;
ำ6431;ำ6;ฤฬฤ;10.02.24;95หอ/22;162;
5อ148;5อ;ฯหส;10.02.24;;178;
ิห2038ภ;ิห;ลสม;10.02.24;;0;
ำ6154;ำ6;ฬะย;10.02.24;95หอ/22;195;
ัำ1227;ัำ;อฦั;10.02.24;;133;
ำ6278;ำ6;ัฮื;10.02.24;95หอ/22;184;
ำ6798;ำ6;DWC;10.02.24;95หอ/22;157;
สห438;สห;อฦั;10.02.24;;188;
ัำ1403;ัำ;ลสม;10.02.24;;168;
ำ68446;ำ6;ฤุม;10.02.24;95หอ/22;219;
ำ6378;ำ6;ัฮื;10.02.24;95หอ/22;158;
ำ6572;ำ6;ลสม;10.02.24;95หอ/22;155;
ำ62952;ำ6;มภส;10.02.24;95หอ/22;124;
ำ62879;ำ6;ฯหส;10.02.24;95หอ/22;170;
ั71076;ั7;ัสื;10.02.24;;0;
SZ201;SZ;ฤุม;10.02.24;338ภะ/21;188;
ัำ1213;ัำ;ัสื;10.02.24;;154;
ำ6266;ำ6;ลสม;10.02.24;95หอ/22;127;
ำ62953;ำ6;ลสม;10.02.24;95หอ/22;130;
ำ6173;ำ6;ลสม;10.02.24;95หอ/22;171;
ำ62634;ำ6;วยะ;10.02.24;95หอ/22;230;
ิย6238;ิย;ัสื;10.02.24;;0;
Þา1105;Þา;ลสม;10.02.24;;35;
ำ62461;ำ6;ฦำส;10.02.24;95หอ/22;120;
ย2955;ย2;ฬศส;10.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;74;
ั71238;ั7;รัย;10.02.24;;0;
ำ6408;ำ6;ัฮื;10.02.24;95หอ/22;174;
ำ6267;ำ6;ฤฬฤ;10.02.24;95หอ/22;155;
ำ6471;ำ6;ฤฬฤ;10.02.24;95หอ/22;218;
ิย6114;ิย;อฦั;10.02.24;สหึ-696-22-P07;0;
5อ582;5อ;ัสื;10.02.24;;189;
ย2945;ย2;ฬศส;10.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;98;
SZ105;SZ;ฤุม;10.02.24;338ภะ/21;190;
Þย289;Þย;ะฬฮ;10.02.24;;0;
ย2977;ย2;ฬศส;10.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;82;
ำ6080;ำ6;ฯหส;10.02.24;95หอ/22;149;
ำ6299;ำ6;ลสม;10.02.24;95หอ/22;158;
Þย204;Þย;ะฬฮ;10.02.24;;18;
ัำ1359;ัำ;รัย;10.02.24;;118;
ย28741;ย2;ฬศส;10.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;46;
ฤะ422;ฤะ;ัสื;10.02.24;;174;
ัำ1405;ัำ;ลสม;10.02.24;;169;
Þา112;Þา;ลสม;10.02.24;;63;
ิย6108;ิย;อฦั;10.02.24;สหึ-696-22-P07;0;
ัำ1225;ัำ;อฦั;10.02.24;;103;
ำ6105;ำ6;ฤฬฤ;10.02.24;95หอ/22;175;
ำ62878;ำ6;สหม;10.02.24;95หอ/22;233;
ำ6432;ำ6;ัฮื;10.02.24;95หอ/22;121;
ย2979;ย2;ฬศส;10.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;57;
ำ6624;ำ6;ลสม;10.02.24;95หอ/22;160;
ฤะ572;ฤะ;ัสื;10.02.24;;186;
ย2775;ย2;ฬศส;10.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;97;
ำ62167;ำ6;ฦำส;10.02.24;95หอ/22;107;
ำ62662;ำ6;ฤุม;10.02.24;95หอ/22;165;
ฤ2182;ฤ2;ลสม;10.02.24;;39;
ฤะ578;ฤะ;รัย;10.02.24;;165;
ัำ1215;ัำ;ัสื;10.02.24;;152;
ำ6263;ำ6;ฤฬฤ;10.02.24;95หอ/22;137;
ำ62447;ำ6;ฦำส;10.02.24;95หอ/22;126;
ำ62733;ำ6;ฯหส;10.02.24;95หอ/22;37;
ำ62961;ำ6;ลสม;10.02.24;95หอ/22;135;
ิย6404;ิย;ลสม;10.02.24;;0;
ำ62769;ำ6;ฤฬฤ;10.02.24;95หอ/22;49;
ำ62977;ำ6;ัสื;10.02.24;95หอ/22;56;
ั75020;ั7;ลสม;10.02.24;;0;
ำ6246;ำ6;ลสม;10.02.24;95หอ/22;152;
ัำ1415;ัำ;ลสม;10.02.24;;147;
ฤะ424;ฤะ;ัสื;10.02.24;;177;
ฤะ476;ฤะ;รัย;10.02.24;;174;
ิย6236;ิย;อฦั;10.02.24;;0;
A46117;A4;ัสื;10.02.24;;0;
ำ62954;ำ6;ฤุม;10.02.24;95หอ/22;218;
ัำ632;ัำ;ลสม;10.02.24;;128;
ำ62441;ำ6;ฦำส;10.02.24;95หอ/22;226;
ำ68973;ำ6;ฤฬฤ;10.02.24;95หอ/22;151;
ำ6265;ำ6;ฤฬฤ;10.02.24;95หอ/22;158;
ำ62969;ำ6;ฤฬฤ;10.02.24;95หอ/22;92;
Þา358;Þา;ัสื;10.02.24;;176;
ำ6472;ำ6;ัฮื;10.02.24;95หอ/22;182;
ำ62803;ำ6;ฤฬฤ;10.02.24;95หอ/22;233;
ั75158;ั7;รัย;10.02.24;;0;
ย2735;ย2;ฬศส;10.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;101;
ำ62880;ำ6;ฤุม;10.02.24;95หอ/22;237;
ย2739;ย2;ฬศส;10.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;149;
ำ62127;ำ6;ฤฬฤ;10.02.24;95หอ/22;155;
ย2737;ย2;ฬศส;10.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;102;
ำ62425;ำ6;ฦำส;10.02.24;95หอ/22;168;
ำ62909;ำ6;ฤฬฤ;10.02.24;95หอ/22;141;
ำ62903;ำ6;ลสม;11.02.24;95หอ/22;54;
Þย642;Þย;ฮอร;11.02.24;;49;
สห1467;สห;ัสื;11.02.24;;181;
ำ6174;ำ6;ีมะ;11.02.24;95หอ/22;135;
ั76366;ั7;มรู;11.02.24;;0;
ั75212;ั7;มรู;11.02.24;;0;
ำ62978;ำ6;ีฤา;11.02.24;95หอ/22;146;
ำ68253;ำ6;ฤฬฤ;11.02.24;95หอ/22;170;
ำ61893;ำ6;ฤฬฤ;11.02.24;95หอ/22;160;
ำ62661;ำ6;ัฮื;11.02.24;95หอ/22;107;
ำ6300;ำ6;มรู;11.02.24;95หอ/22;116;
5อ591;5อ;ฯหส;11.02.24;;125;
ำ62955;ำ6;ลสม;11.02.24;95หอ/22;61;
Þา418;Þา;ัสื;11.02.24;;119;
ำ6623;ำ6;ัีา;11.02.24;95หอ/22;113;
ำ62770;ำ6;สหม;11.02.24;95หอ/22;162;
ำ62448;ำ6;ฮุุ;11.02.24;95หอ/22;217;
ศอ1003;ศอ;ลสม;11.02.24;;90;
ำ6106;ำ6;ศสา;11.02.24;95หอ/22;164;
ำ62641;ำ6;ฯหส;11.02.24;95หอ/22;129;
ิย5965;ิย;อฦั;11.02.24;;194;
ำะ2891;ำะ;มรู;11.02.24;;238;
ั75250;ั7;ฯะห;11.02.24;;0;
ำ62709;ำ6;ฤฬฤ;11.02.24;95หอ/22;88;
ย2717;ย2;ฬศส;11.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;155;
ำ62442;ำ6;ฤุม;11.02.24;95หอ/22;220;
ำ68974;ำ6;ีฤา;11.02.24;95หอ/22;234;
ำ62970;ำ6;สหม;11.02.24;95หอ/22;212;
ย28705;ย2;ฬศส;11.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;183;
ำ62734;ำ6;ฮุุ;11.02.24;95หอ/22;217;
ะฤ177;ะฤ;มรู;11.02.24;;56;
ำ62514;ำ6;ฮุุ;11.02.24;95หอ/22;149;
ฤะ404;ฤะ;ลสม;11.02.24;;189;
ฤะ516;ฤะ;ลสม;11.02.24;;189;
ำ62804;ำ6;มศุ;11.02.24;95หอ/22;237;
SZ103;SZ;ฤุม;11.02.24;338ภะ/21;188;
ฤะ340;ฤะ;ลสม;11.02.24;;190;
ำ68706;ำ6;ฮุุ;11.02.24;95หอ/22;135;
ิย6402;ิย;ลสม;11.02.24;;0;
A46064;A4;ลสม;11.02.24;สหึ-696-22-P07;0;
ัำ1731;ัำ;ฯะห;11.02.24;;385;
ำ67019;ำ6;ฦำส;11.02.24;95หอ/22;221;
ศล5615;ศล;ฯะห;11.02.24;;0;
ำ62426;ำ6;ีฤา;11.02.24;95หอ/22;218;
ำ6264;ำ6;ลสม;11.02.24;95หอ/22;139;
Þย275;Þย;ัสื;11.02.24;;35;
ฤะ6542;ฤะ;ลสม;11.02.24;;181;
ั73062;ั7;มรู;11.02.24;;0;
ัำ1217;ัำ;ัสื;11.02.24;;129;
ัำ1417;ัำ;ลสม;11.02.24;;151;
ัำ2817;ัำ;ลสม;11.02.24;;150;
2S2402;2S;ลสม;11.02.24;;0;
ัำ2961;ัำ;ลสม;11.02.24;;151;
ำ62910;ำ6;ฮุุ;11.02.24;95หอ/22;217;
Þย336;Þย;อำะ;11.02.24;;33;
5อ294;5อ;ลสม;11.02.24;;181;
ลฮ502;ลฮ;ลสม;11.02.24;;0;
ำ62963;ำ6;ลสม;11.02.24;95หอ/22;107;
2S2714;2S;ลสม;11.02.24;สหึ-696-22-P07;0;
SZ333;SZ;ฤุม;11.02.24;338ภะ/21;185;
ำ62956;ำ6;ีฤา;11.02.24;95หอ/22;163;
หภ089;หภ;อำะ;11.02.24;;100;
ำ62812;ำ6;ฤุม;11.02.24;95หอ/22;170;
2S1716;2S;ลสม;11.02.24;สหึ-696-22-P07;0;
ฮฯ411;ฮฯ;ลสม;11.02.24;;0;
ั72572;ั7;อำะ;11.02.24;;0;
A46118;A4;ัสื;11.02.24;;0;
ัำ1407;ัำ;ลสม;11.02.24;;154;
ำ6145;ำ6;ัสื;11.02.24;95หอ/22;158;
ำ68254;ำ6;ฤุม;11.02.24;95หอ/22;213;
ย2981;ย2;ฬศส;11.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;70;
ัำ1523;ัำ;อำะ;11.02.24;;169;
ำ6193;ำ6;ฤฬฤ;11.02.24;95หอ/22;216;
SZ209;SZ;ฤุม;11.02.24;338ภะ/21;195;
ำ6272;ำ6;ลสม;11.02.24;95หอ/22;154;
หภ845;หภ;อำะ;11.02.24;;87;
ย2975;ย2;ฬศส;11.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;87;
ศล5685;ศล;ฯะห;11.02.24;;0;
Þย275;Þย;ะฬฮ;11.02.24;;6;
หภ168;หภ;อำะ;11.02.24;;65;
ำ62431;ำ6;ฦำส;11.02.24;95หอ/22;55;
Þา186;Þา;อำะ;11.02.24;;149;
ย2941;ย2;ฬศส;11.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;53;
ฮฯ9606;ฮฯ;อำะ;11.02.24;;0;
ำ62642;ำ6;ีฤา;11.02.24;95หอ/22;229;
Þย652;Þย;ะฬฮ;11.02.24;;15;
หภ187;หภ;อำะ;11.02.24;;88;
ำ62710;ำ6;ฮุุ;11.02.24;95หอ/22;216;
5อ531;5อ;ฯหส;11.02.24;;179;
SZ221;SZ;ฤุม;11.02.24;338ภะ/21;190;
ศอ1097;ศอ;ลสม;11.02.24;;94;
หภ703;หภ;อำะ;11.02.24;;32;
ำ6233;ำ6;ฤฬฤ;11.02.24;95หอ/22;161;
ย2783;ย2;ฬศส;11.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;188;
ำ6174;ำ6;ลสม;11.02.24;95หอ/22;171;
ำ6571;ำ6;ฯหส;11.02.24;95หอ/22;149;
ิย6880;ิย;มรู;11.02.24;;0;
ำ6205;ำ6;ลสม;11.02.24;95หอ/22;136;
ำ62427;ำ6;ฦำส;11.02.24;95หอ/22;109;
ำ6797;ำ6;ฤฬฤ;11.02.24;95หอ/22;158;
ำ62985;ำ6;ลสม;11.02.24;95หอ/22;84;
Þา542;Þา;อำะ;11.02.24;;102;
Þา105;Þา;ลสม;11.02.24;;61;
ำ68705;ำ6;อฦย;11.02.24;95หอ/22;108;
Þย556;Þย;อำะ;11.02.24;;41;
ัำ1603;ัำ;ัสื;11.02.24;;123;
ิย6350;ิย;อฦั;11.02.24;;0;
ะฤ178;ะฤ;มรู;11.02.24;;41;
ั75336;ั7;อำะ;11.02.24;;0;
ำ6079;ำ6;ฤฬฤ;11.02.24;95หอ/22;151;
